Country,iso,Fabc_mean,Fabc_std,Fabc_skew,Fabc_median,Fabc_q17,Fabc_q83,Fabc_min,Fabc_max
Oman,OMN,-0.01784338844195798,0.002691866096996029,1.0441309833791494,-0.017608017138763626,-0.01962314150495914,-0.016680939710930456,-0.030451583075245217,-0.0011759008738747197
Pakistan,PAK,-0.04629248711594046,0.025993757341187942,0.8085115253410069,-0.048260087086064274,-0.06681980183489743,-0.02519938525133578,-0.13840332523908502,0.07203576139836068
Panama,PAN,0.001810147288788353,0.005895404185986269,0.6779059244089675,0.0011304141703341129,-0.0025978339912950707,0.005780236652559871,-0.02079964173719672,0.029674543923831287
Peru,PER,0.040294622653436175,0.053011890432101506,-0.475822027896701,0.0412625993714773,-6.236254717171515e-05,0.07949325445241896,-0.22746337619694457,0.18980108544788704
Philippines,PHL,-0.02480956121481985,0.022355089047443016,1.1162114191882913,-0.026695110611129814,-0.04071852932816184,-0.009572950757048974,-0.10523782910516903,0.10493711006266401
Papua New Guinea,PNG,0.0276376048508959,0.021703236124087824,0.30106143849651185,0.02428126701288496,0.008085395945502996,0.05337819421385852,-0.05410693677439735,0.08064181623717384
Poland,POL,-0.07450768059589814,0.022858170476983675,-0.2628190128730962,-0.073364590620385,-0.09494213988404998,-0.053871881028544295,-0.15558631946062035,0.01265266744709953
North Korea,PRK,-0.004680276825029089,0.007107158154791399,0.1161620734443616,-0.004472497810529842,-0.010549685574525907,0.001253461510882919,-0.032760295679206616,0.03413938260403773
Portugal,PRT,-0.01123258317190575,0.005873933852771298,-0.40543209237708333,-0.01092180446510569,-0.016347498225910206,-0.006205499673818062,-0.03585310623332427,0.007761737072957985
Paraguay,PRY,-0.005418558501656715,0.033444861669870256,-0.31835655760925224,-0.0048346843159648364,-0.032930081836636885,0.025329215303384386,-0.12003417897309623,0.09144199332225808
Palestine,PSE,-0.0007706754550199316,0.0006091276153654345,0.42971442810989124,-0.0008493244644933986,-0.0010291889427400066,-0.0005902258970202519,-0.0051087680696781925,0.0023740806496143343
Qatar,QAT,-0.025763999200421675,0.0020453057825487583,0.2944518938591707,-0.025986946815241836,-0.02797766103386833,-0.023403062490978926,-0.0296738497098039,-0.02096934201419965
Romania,ROU,-0.014219650143755775,0.01698161745179234,-0.5988007927047787,-0.012132628916797741,-0.028229383522996466,-0.0007282183516022999,-0.08510180995477204,0.04815616912239034
Russia,RUS,-0.12078563406499752,0.23888837526238166,0.02025929718856309,-0.12221301757102201,-0.35941274257321176,0.12016324366934461,-0.800701087375324,0.6127217389132238
Rwanda,RWA,0.0008426142700822064,0.0022358548340502974,0.2141222640266329,0.000751890518952348,-0.0008794697297069869,0.0026038727056039374,-0.007648100834514661,0.009575225482583582
Saudi Arabia,SAU,-0.17592601006384817,0.014896920414828867,0.5243071628035454,-0.179112650322458,-0.18874020708206735,-0.1645194411607141,-0.24738715482758944,-0.10550169276563615
Sudan,SDN,-9.972663939101638e-05,0.031135265588031927,1.0633864651544687,-0.005314586656848388,-0.021922382611968605,0.023227719774016047,-0.1144037914244925,0.14781084862301236
Senegal,SEN,-0.0019353077899241526,0.011273139663289647,2.24707071982156,-0.003179051188062958,-0.008525791507824855,0.0022385151775124023,-0.04474496526578853,0.07957890133221088
Solomon Islands,SLB,0.00019041758285521544,0.0014445934288126157,0.12489163052166483,-5.065208298938496e-05,-0.00101531,0.0014175925357132668,-0.008154022567061941,0.004856143825161457
Sierra Leone,SLE,0.0017620986704935586,0.0035625163015668812,-0.3687935937757627,0.0017693139856430709,-0.0013826904734933925,0.0052581221668265956,-0.013308485460616176,0.011863108436099465
El Salvador,SLV,-8.96748171820156e-05,0.002718742560851418,-1.0795805973612982,-0.0002705487628193755,-0.0017468918815630936,0.0016755709924933266,-0.021133021026514688,0.01340835064600142
Somaliland,SOM,0.0041042683139186666,0.014358042516194564,0.8328804105577277,0.0011575144809315885,-0.006763916347259453,0.01595649034085662,-0.04235506838232041,0.06809770312930598
Serbia,SRB,-0.0077282947984698026,0.007528679923504137,-0.4095521434755154,-0.007523458691305448,-0.013649956748840031,-0.0018312349494070733,-0.04486762718600723,0.023797485918122335
South Sudan,SSD,0.015475128777630767,0.024577207577756836,-0.8694639767079114,0.015688067552568914,-0.0023369485134458593,0.03735526530276336,-0.10071276704944611,0.10641912618968964
Sao Tome and Principe,STP,-5.009949281587254e-05,2.6666080318689425e-05,-1.6232634531589927,-4.54441318442806e-05,-5.918e-05,-3.607e-05,-0.00021600374556189405,3.246477667324244e-05
Suriname,SUR,0.010319612283613045,0.009429892279914604,0.12901675816656355,0.010435900894265387,0.002011306756705447,0.018200294726711523,-0.018870669951347722,0.03777847233210651
Slovakia,SVK,-0.00899129370030512,0.007628576717986779,-1.0343778421730532,-0.007412344497697145,-0.015296752429172536,-0.0035177147441168956,-0.048143609542206256,0.01471119635535135
